sentence,label,domain,year,title,url,slide,obs
Doors open when the train is moving.,hazard,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,
Doors close while person in the doorway.,hazard,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,
Doors stuck closed during emergency.,hazard,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,
Doors stuck open.,exhazard,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,
Doors open when not aligned to platform.,hazard,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,19,
Doors shall open at station when train is completely stopped and aligned with platform.,constraint,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,32,
Doors shall remain closed when train is moving.,constraint,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,32,
"Doors shall remain open when someone is in the doorway, the train shall not move until the doors close.",constraint,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,32,
The train shall remain stopped and a door open command issued if an object is detected in the doorway when doors are closed.,constraint,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,32,
"An emergency shall stop the train, Doors shall open in an emergency after the train has stopped.",constraint,train,2017,STPA for the Internet of Things (IOT) ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Greg-Pope_STPA-For-IoT-And-Mobile-Software_Slides.pdf,32,
 Loss of or damage to the aircraft or  equipment on the aircraft.,loss,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,5,
Serious injury or fatality to personnel.,loss,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,5,
Inability to complete the mission.,loss,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,5,
Violation of minimum separation standards.,hazard,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,
Inability to control the aircraft.,hazard,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,
Loss of airframe integrity.,exhazard,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,
The aircraft must maintain minimum separation from potential sources of collision.,constraint,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,
The aircraft must be controllable by the pilot or piloting function in an OPV (optionally piloted vehicle) at all times.,constraint,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,
Airframe integrity must not be lost during flight.,constraint,aviation,2017,STPA During Early Concept Formation for Military Rotorcraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/05/STAMP-2017-Workshop-STPA-Presentation-Approved-For-Release.pdf,6,
Vehicle crashes when Autopilot is active.,loss,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,14,
Driver does not provide required attention to driving tasks and environment.,hazard,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,14,
Autopilot does not react to other road crossing vehicles/obstacles.,hazard,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,14,
Autopilot must send objects to Autopilot HMI when required.,constraint,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,22,
Autopilot must send road signs to Autopilot HMI when required.,constraint,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,22,
Data Fusion and Assessment must provide assessed environment model to Autopilot when required.,constraint,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,22,
Driver must brake Model S when required.,constraint,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,22,
Driver must not perform other tasks when not allowed.,constraint,automotive,2017,Evolution Issues of Automated Driving Functions by Application of Systemic Accident Analysis: On the Example of the Tesla Model S Fatality,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/HosseBagschik_Tesla-Model-S-Fatality_v5.pdf,22,
patient is killed or seriously injured.,loss,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37,
System reports fake patient’s results to the user.,hazard,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37,
The system reports the patient’s required results from the controller too late.,hazard,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37,
CSCP provides send impedance values command when ITMS is not connected.,hazard,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,37,
correct patient results must be reported to the Audiologist.,constraint,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,38,
Patient results must be reported to the Audiologist in a useable time frame.,constraint,medicine,2017,STPA analysis for Clinical Programming Software of Cochlear Implant System for Profoundly Deaf People,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Kadupukotla-Satish-Kumar_STPA-Analysis-Of-Clinical-Programming-Software-For-Cochlear-Implant-System.pdf,38,
Erroneous arrival of product.,loss,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Erroneous payment to supplier.,loss,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Product loss.,loss,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Product integrity compromised.,loss,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Payment loss.,loss,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Inablity to initiate procurement process.,hazard,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Inability to perform physical transport.,hazard,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Inability to confirm product integrity.,hazard,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
Inability to pay correctly.,hazard,industry,2017,The use of STPA for understanding cyber risks in a physical supply chain ,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Daniel-Sepulveda_STPA-For-Understanding-Cyber-Risks-In-A-Physical-Supply-Chain.pdf,18,
"Absence of warning when vehicle moves out of lane, resulting in a collision.",hazard,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,11,
"No corrective action provided by the system when the car moves out of lane, leading to a collision.",hazard,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,11,
"Corrective action provided when it isn’t required, resulting in a collision.",hazard,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,11,
"Corrective action (torque to the steering) provided in the wrongdirection, causing a collision.",hazard,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,11,
The LKA system must not allow the vehicle switch to lanes without the correct turn-indicator being actuated.,constraint,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,12,
The LKA system must not perform corrective action if the correct turn-indicator is actuated (if the direction of deviation is the same as the turn-indicator).,constraint,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,12,
The LKA system must verify that corrective action has beenperformed either from its inputs or feedback from the electrical steering system.,constraint,automotive,2017,Application of STPA to a lane keeping assist system,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Haneet-Singh_Application-Of-STPA-To-A-Lane-Keeping-Assist-System.pdf,12,
Human loss due to a vehicle collision.,loss,automotive,2017,CASCAD: Casual Analysis using STAMP to Connect and Automated Driving,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Stephanie-Alvarez_CASCAD.pdf,26,cast
Violation of minimal safety distance between the Tesla and the truck.,hazard,automotive,2017,CASCAD: Casual Analysis using STAMP to Connect and Automated Driving,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Stephanie-Alvarez_CASCAD.pdf,26,cast
The safety control structure must prevent the violation of minimal distance between a vehicle and a truck.,constraint,automotive,2017,CASCAD: Casual Analysis using STAMP to Connect and Automated Driving,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Stephanie-Alvarez_CASCAD.pdf,26,cast
Flying without enough fuel on board.,hazard,aviation,2017,Preliminary CAST analysis of LaMia CP-2933 accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/CarlosLahoz-LaMia-STAMP2017.pdf,10,cast
The air company dispatcher must be supply an flight plan with enough fuel to the enroute plus endurance flight.,constraint,aviation,2017,Preliminary CAST analysis of LaMia CP-2933 accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/CarlosLahoz-LaMia-STAMP2017.pdf,10,cast
"Pilots must be assure that the aircraft have enough fuel to the enroute plus reserve fly of 30 minutes at 1,500 feet above the aerodrome.",constraint,aviation,2017,Preliminary CAST analysis of LaMia CP-2933 accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/CarlosLahoz-LaMia-STAMP2017.pdf,10,cast
Air Traffic Control must take measures to avoid that the aircraft fly without enough fuel on board.,constraint,aviation,2017,Preliminary CAST analysis of LaMia CP-2933 accident,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/CarlosLahoz-LaMia-STAMP2017.pdf,10,cast
"Injury, loss of life, damage of aircraft or property.",loss,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
Maneuvering the aircraft outside the safety envelope (undesired aircraft state).,hazard,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
"Violating separation from other aircraft, terrain, obstacles.",hazard,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
The aircraft must be maneuvered within the safety envelope.,constraint,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
"Separation from other aircraft, terrain, obstacles must be maintained.",constraint,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
The FI must assist the trainee in enforcing these safety constraints.,constraint,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
The FI must take over the control to enforce these safety constraints if necessary.,constraint,aviation,2017,STPA-Based Model of Threat and Error Management in Dual Flight Instruction,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Ioana-Koglbauer_STPA-based-Model-Of-Threat-And-Error-Management-In-Dual-Flight-Instruction.pdf,6,
Aircraft crash against habited houses.,hazard,aviation,2017,CAST analysis of the PT-OVC Learjet 35A accident in Sao Paulo,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Idoaldo-Lima_CAST-Analysis-Learjet35A-Accident-In-Sao-Paulo.pdf,16,cast
Aircraft take off under irregular conditions.,hazard,aviation,2017,CAST analysis of the PT-OVC Learjet 35A accident in Sao Paulo,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Idoaldo-Lima_CAST-Analysis-Learjet35A-Accident-In-Sao-Paulo.pdf,16,cast
The aircraft must not crash against habited houses.,constraint,aviation,2017,CAST analysis of the PT-OVC Learjet 35A accident in Sao Paulo,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Idoaldo-Lima_CAST-Analysis-Learjet35A-Accident-In-Sao-Paulo.pdf,16,cast
The aircraft must not take off under irregular conditions.,constraint,aviation,2017,CAST analysis of the PT-OVC Learjet 35A accident in Sao Paulo,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Idoaldo-Lima_CAST-Analysis-Learjet35A-Accident-In-Sao-Paulo.pdf,16,cast
" Runway Incursion: Presence of an Aircraft, Vehicle or Person on the protected area of a surface designated for the landing and take-off of Aircraft when an Aircraft is landing or taking-off.",hazard,aviation,2017,Applying CAST: Runway Incursion Case Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Simon-Whiteley_Applying-CAST-Runway-Incursion-Case-Study.pdf,15,cast
"Conflicting trajectories that lead to a loss of safe separation margin between Aircraft, Vehicles or People.",hazard,aviation,2017,Applying CAST: Runway Incursion Case Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Simon-Whiteley_Applying-CAST-Runway-Incursion-Case-Study.pdf,15,cast
"The HCS shall prevent the presence of an Aircraft, Vehicle or Person on the protected area when an Aircraft is landing or taking-off.",constraint,aviation,2017,Applying CAST: Runway Incursion Case Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Simon-Whiteley_Applying-CAST-Runway-Incursion-Case-Study.pdf,15,cast
"The HCS shall prevent the presence of an Aircraft, Vehicle or Person on the protected area when an Aircraft is in a position to land or take-off.",constraint,aviation,2017,Applying CAST: Runway Incursion Case Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Simon-Whiteley_Applying-CAST-Runway-Incursion-Case-Study.pdf,15,cast
"The HCS shall prevent trajectories that lead to a loss of safe separation margin between Aircraft, Vehicles or People.",constraint,aviation,2017,Applying CAST: Runway Incursion Case Study,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Simon-Whiteley_Applying-CAST-Runway-Incursion-Case-Study.pdf,15,cast
"TCAS causes or contributes to a near midair collision (NMAC), defined as a pair of controlled aircraft violating minimum separation standards.",hazard,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,
TCAS causes or contributes to an aircraft coming too close to a fixed structure or natural terrain.,hazard,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,
TCAS causes or contributes to the pilot losing control over the aircraft.,hazard,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,
"TCAS interferes with other safety-related aircraft systems (for example, ground proximity warning).",hazard,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,
"TCAS interferes with the ground-based air traffic control system (e.g., transponder transmissions to the ground or radar or radio services).",hazard,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,
"TCAS interferes with an ATC advisory that is safety-related (e.g., avoiding a restricted area or adverse weather conditions).",hazard,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,26,
TCAS must not interfere with the ground ATC system or other aircraft transmissions to the ground ATC system.,constraint,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,28,
TCAS must not disrupt the pilot and ATC operations during critical phases of flight nor disrupt aircraft operation.,constraint,aviation,2018,Creating and Using Leading Indicators,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/other-Leveson-PUB-Leading-Indicators.pdf,29,
People exposed to chemicals.,loss,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
People physically injured (e.g. explosion).,loss,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
Production loss.,loss,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
"Plant releases toxic chemicals (e.g. to air, ground, etc.).",hazard,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
Overpressurization of plant equipment.,hazard,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
Plant is unable to produce chemical X.,hazard,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
Toxic chemicals must be contained within plant equipment.,constraint,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
"Plant must be operated within limits (pressure, temperature, etc.).",constraint,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
"If toxic chemicals are not contained, damage must be mitigated.",constraint,nuclear,2018,STPA Intro,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/JThomas-Batch-reactor-exercise.pdf,5,
Abnormal landing zone contact.,hazard,aviation,2018,Introducing CAST into the Safety Investigation of Accidents and Incidents Involving French State Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-VACHER-PUB-Workshop_STAMP_2018_Vacher_V3.pdf,11,cast
"Slight physical injuries (crew, soldiers in the cargo).",loss,aviation,2018,Introducing CAST into the Safety Investigation of Accidents and Incidents Involving French State Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-VACHER-PUB-Workshop_STAMP_2018_Vacher_V3.pdf,11,cast
Loss of mission (operational mission disrupted).,loss,aviation,2018,Introducing CAST into the Safety Investigation of Accidents and Incidents Involving French State Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-VACHER-PUB-Workshop_STAMP_2018_Vacher_V3.pdf,11,cast
Damage to helicopter (material & financial losses).,loss,aviation,2018,Introducing CAST into the Safety Investigation of Accidents and Incidents Involving French State Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-VACHER-PUB-Workshop_STAMP_2018_Vacher_V3.pdf,11,cast
Death or Human injury.,loss,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Damage to or loss of aircraft.,loss,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Unable to Complete Mission.,loss,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Flying to Close to other aircraft/out of position.,hazard,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Violation of Altitude/clear ance from terrain.,hazard,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Unable to evade enemy threats.,hazard,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Msn critical systems not functional when required.,hazard,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
A/C must maintain minimum safe separation distance.,constraint,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Must have minimum mission critical safety systems functional to attempt AR.,exconstraint,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
A/C must maintain minimum safe altitude limits.,constraint,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Must have minimum mission critical safety systems functional for terrain flight.,exconstraint,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
Must maintain integrity of mission critical warning and deterrence systems.,exconstraint,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8,stpa-sec
